Abbreviation,Name,Reaction,GPR,Subsystem,Reversible,Lower bound,Upper bound,Objective
FMFD_b_,formylmethylfuran dehydrogenase,co2[c] + (2) fdred[c] + (2) h[c] + mfr_b[c] <==> (2) fdox[c] + formmfr_b[c] + h2o[c],(MA0304 or MA0381 or MA4602) and (MA0305 or MA4174) and (MA0306 or MA0833 or MA4175) and (MA0307 or MA0832 or MA4176) and (MA0308 or MA0835 or MA2879 or MA4177) and (MA0309 or MA0834 or MA1241 or MA2878 or MA4178) and (MA0671 or MA2877),Methanogenesis,1,-1000.0,1000,0
FMFTSPFT_b_,formylmethanofuran:H4SPT N-formyltransferase (b)  ,formmfr_b[c] + h4spt[c] <==> formh4spt[c] + mfr_b[c],MA0010,Methanogenesis,1,-1000.0,1000,0
HDR,Heterodisulfide reductase,hsfd[c] + mphenh2[c] + (2) h[c] <==> cob[c] + com[c] + (2) h[e] + mphen[c],MA0526 or (MA0687 and MA0688),Methanogenesis,0,0.0,1000,0
HDR-2,Heterodisulfide reductase II,(4) fdred[c] + f420-2[c] + hsfd[c] + (5) h[c] <==> (4) fdox[c] + com[c] + cob[c] + f420-2h2[c],((MA2867 and MA2868) or MA3128) and (MA3126 or MA4237) and (MA3127 or MA4236),Methanogenesis,0,0.0,1000,0
MCMMT,Methanol: coenzyme M methyltransferase,meoh[c] + 5hbc_red[c] + h[c] <==> h2o[c] + m5hbc[c],(MA0455 or MA1616 or MA4392) and (MA0456 or MA1617 or MA4391) and MA4379,Methanogenesis,0,0.0,1000,0
MCR,Methyl-coenzyme M reductase,cob[c] + mcom[c] <==> ch4[c] + hsfd[c],(MA4546 and MA4547 and MA4548 and MA4549 and MA4550),Methanogenesis,0,0.0,1000,0
MMAMT,Monomethylamine methyltransferase,h[c] + mma[c] + 5hbc_red[c] <==> nh4[c] + m5hbc[c],((MA0144 or MA2972) and (MA0145 or MA2971) and MA0146 and (MA0150 or MA0849 or MA4360)),Methanogenesis,0,0.0,1000,0
MSS,methylsulfide synthase (Mts?),h2s[c] + m5hbc[c] <==> ch4s[c] + 5hbc_red[c] + h[c],Unassigned,Methanogenesis,0,0.0,1000,0
MTCMMT,Methylthiol: coenzyme M methyltransferase,dms[c] + h[c] + 5hbc_red[c] <==> ch4s[c] + m5hbc[c],(MA0859 and MA4384 and MA4558),Methanogenesis,1,-1000.0,1000,0
MTR_BYPASS,mtr (sodium pump) bypass,h[c] + mh4spt[c] + 5hbc_red[c] <==> h4spt[c] + m5hbc[c],Unassigned,Methanogenesis,0,0.0,1000,0
MTSPC,Methenyl-H4SPt cyclohydrolase,formh4spt[c] + h[c] <==> h2o[c] + menylh4spt[c],MA1710,Methanogenesis,1,-1000.0,1000,0
MTSPCMMT,Methyl-H4SPT: coenzyme M methyltransferase,h[c] + mh4spt[c] + 5hbc_red[c] + (2) na1[c] <==> h4spt[c] + m5hbc[c] + (2) na1[e],(MA0269 or MA1804) and MA0270 and MA0271 and (MA0272 or MA1805) and MA0273 and MA0274 and MA0275 and MA0276 and (MA0150 or MA0849 or MA4360),Methanogenesis,1,-1000.0,1000,0
PTAr,phosphotransacetylase,accoa[c] + pi[c] <==> actp[c] + coa[c],MA3607,Methanogenesis,1,-1000.0,1000,0
RNF,methanophenazine reductase,(4) na1[c] + (2) fdred[c] + (2) h[c] + mphen[c] <==> (4) na1[e] + (2) fdox[c] + mphenh2[c],(MA0658 and MA0659 and MA0660 and MA0661 and MA0662 and MA0663 and MA0664 and MA0665),Methanogenesis,0,0.0,1000,0
TMAMT,Trimethylamine methyltransferase,tma[c] + 5hbc_red[c] + h[c] <==> dma[c] + m5hbc[c],(MA0847 or MA0146 or MA0150 or MA0849) and (MA0528 or MA0932) and (MA0529 or MA0931) and (MA0779 or MA1615 or MA2163 or MA3613 or MA4379 or MA4559),Methanogenesis,0,0.0,1000,0
FRNR,ferredoxin-dependent NADP reductase,(2) fdred[c] + h[c] + nadp[c] <==> (2) fdox[c] + nadph[c],Unassigned,Methanogenesis,0,0.0,1000,0
F4NR,f420-dependent NADP reductase,(1) f420-2h2[c] + nadp[c] <==> (1) f420-2[c] + nadph[c] + (2) h[c],MA4235,Methanogenesis,1,-1000.0,1000,0
AHC,adenosylhomocysteinase,ahcys[c] + h2o[c] <==> adn[c] + hcys-L[c],MA1275,Methionine Metabolism,0,0.0,1000,0
AHSERL2,O-acetylhomoserine (thiol)-lyase,achms[c] + h2s[c] <==> ac[c] + h[c] + hcys-L[c],(MA2532 or MA2715),Methionine Metabolism,0,0.0,1000,0
HSERTA,homoserine O-trans-acetylase,accoa[c] + hom-L[c] <==> achms[c] + coa[c],MA2714,Methionine Metabolism,0,0.0,1000,0
METAT,methionine adenosyltransferase,atp[c] + h2o[c] + met-L[c] <==> amet[c] + pi[c] + ppi[c],(MA0216 or MA0962),Methionine Metabolism,0,0.0,1000,0
METGL,methionine g-lyase,h2o[c] + met-L[c] <==> 2obut[c] + ch4s[c] + nh4[c],(MA2532 or MA2715),Methionine Metabolism,0,0.0,1000,0
METS,methionine synthase,5mthf[c] + hcys-L[c] <==> met-L[c] + thf[c],(MA0053 or MA0054 or MA3549),Methionine Metabolism,0,0.0,1000,0
METTRS,Methionyl-tRNA synthetase,atp[c] + met-L[c] + trnamet[c] <==> amp[c] + ppi[c] + mettrna[c],MA4046,Methionine Metabolism,0,0.0,1000,0
HCARNHYD,alpha-Aminobutyryl histidine hydrolase,4abut[c] + his-L[c] + h[c] <==> h2o[c] + hcarn[c],MA2653,Nitrogen Metabolism,0,0.0,1000,0
NTRIR2x,nitrite Reductase (NADH),(5) h[c] + (3) nadh[c] + no2[c] <==> (2) h2o[c] + (3) nad[c] + nh4[c],MA3165,Nitrogen Metabolism,0,0.0,1000,0
NTRIR2y,nitrite Reductase (NADPH),(5) h[c] + (3) nadph[c] + no2[c] <==> (2) h2o[c] + (3) nadp[c] + nh4[c],MA3165,Nitrogen Metabolism,0,0.0,1000,0
ADD,adenine deaminase,ade[c] + h[c] + h2o[c] <==> hxan[c] + nh4[c],MA2310,Nucleotide Metabolism,0,0.0,1000,0
ADK1,adenylate kinase,amp[c] + atp[c] <==> (2) adp[c],MA1096,Nucleotide Metabolism,1,-1000.0,1000,0
ADK2,adenylate kinase (Inorganic triphosphate),amp[c] + pppi[c] <==> adp[c] + ppi[c],MA1096,Nucleotide Metabolism,1,-1000.0,1000,0
ADK3,adentylate kinase (GTP),amp[c] + gtp[c] <==> adp[c] + gdp[c],MA1096,Nucleotide Metabolism,1,-1000.0,1000,0
ADK4,adentylate kinase (ITP),amp[c] + itp[c] <==> adp[c] + idp[c],MA1096,Nucleotide Metabolism,1,-1000.0,1000,0
ADKd,adenylate kinase (d form),damp[c] + datp[c] <==> (2) dadp[c],MA1096,Nucleotide Metabolism,1,-1000.0,1000,0
ADNCYC,adenylate cyclase,atp[c] <==> camp[c] + ppi[c],MA4044,Nucleotide Metabolism,0,0.0,1000,0
ADNK1,adenosine kinase,adn[c] + atp[c] <==> adp[c] + amp[c] + h[c],Unassigned,Nucleotide Metabolism,0,0.0,1000,0
ADPT,adenine phosphoribosyltransferase,amp[c] + ppi[c] <==> ade[c] + prpp[c],MA0717,Nucleotide Metabolism,1,-1000.0,1000,0
ADSL2,adenylosuccinate lyase,25aics[c] <==> aicar[c] + fum[c],MA3971,Nucleotide Metabolism,1,-1000.0,1000,0
AICART,phosphoribosylaminoimidazolecarboxamide formyltransferase,10fthf[c] + aicar[c] <==> fprica[c] + thf[c],MA4012,Nucleotide Metabolism,1,-1000.0,1000,0
AIRC2,phosphoribosylaminoimidazole carboxylase,air[c] + atp[c] + hco3[c] <==> adp[c] + h[c] + pi[c] + 5caiz[c],(MA0428 or MA1376 or MA4063),Nucleotide Metabolism,0,0.0,1000,0
AIRC3,phosphoribosylaminoimidazole carboxylase (mutase rxn),5aizc[c] <==> 5caiz[c],(MA0428 or MA1376 or MA4063),Nucleotide Metabolism,1,-1000.0,1000,0
ATPFORTRX,5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl,aicar[c] + atp[c] + for[c] <==> adp[c] + fprica[c] + pi[c],(MA0206 or MA3689),Nucleotide Metabolism,0,0.0,1000,0
ATPHs,ATP amine hydrolysis (spontaneous),atp[c] + h[c] + h2o[c] <==> itp[c] + nh4[c],Unassigned,Nucleotide Metabolism,0,0.0,1000,0
CSND,Cytosine deaminase,csn[c] + h[c] + h2o[c] <==> nh4[c] + ura[c],(MA2559 or MA2341),Nucleotide Metabolism,0,0.0,1000,0
CTPS1,CTP synthase (NH3),atp[c] + nh4[c] + utp[c] <==> adp[c] + ctp[c] + (2) h[c] + pi[c],MA3279,Nucleotide Metabolism,0,0.0,1000,0
CTPS2,CTP synthase (glutamine),atp[c] + gln-L[c] + h2o[c] + utp[c] <==> adp[c] + ctp[c] + glu-L[c] + (2) h[c] + pi[c],MA3279,Nucleotide Metabolism,0,0.0,1000,0
CYTDK1,cytidine kinase (ATP),atp[c] + cytd[c] <==> adp[c] + cmp[c] + h[c],MA1373,Nucleotide Metabolism,0,0.0,1000,0
CYTDK3,cytidine kinase (ITP),itp[c] + cytd[c] <==> idp[c] + cmp[c] + h[c],MA1104,Nucleotide Metabolism,0,0.0,1000,0
CYTK1,cytidylate kinase (CMP),atp[c] + cmp[c] <==> adp[c] + cdp[c],MA1104,Nucleotide Metabolism,1,-1000.0,1000,0
CYTK2,cytidylate kinase (dCMP),atp[c] + dcmp[c] <==> adp[c] + dcdp[c],MA1104,Nucleotide Metabolism,1,-1000.0,1000,0
CYTK5,cytidylate kinase (dCMP),ctp[c] + dcmp[c] <==> cdp[c] + dcdp[c],MA1104,Nucleotide Metabolism,1,-1000.0,1000,0
DADK,deoxyadenylate kinase,atp[c] + damp[c] <==> adp[c] + dadp[c],MA1096,Nucleotide Metabolism,1,-1000.0,1000,0
DATPHs,dATP amine hydrolysis (spontaneous),datp[c] + h[c] + h2o[c] <==> ditp[c] + nh4[c],Unassigned,Nucleotide Metabolism,0,0.0,1000,0
DCMPDA,dCMP deaminase,dcmp[c] + h[c] + h2o[c] <==> dump[c] + nh4[c],(MA0136 or MA0137),Nucleotide Metabolism,1,-1000.0,1000,0
DCTPD,dCTP deaminase,dctp[c] + h[c] + h2o[c] <==> dutp[c] + nh4[c],(MA4092 and MA0440),Nucleotide Metabolism,0,0.0,1000,0
DHORD7,dihydroorotic acid dehydrogenase (f420),dhor-S[c] + f420-2[c] + h[c] <==> f420-2h2[c] + orot[c],(MA0583 and MA0584),Nucleotide Metabolism,1,-1000.0,1000,0
DHORTS,dihydroorotase,dhor-S[c] + h2o[c] <==> cbasp[c] + h[c],MA0892,Nucleotide Metabolism,1,-1000.0,1000,0
DNADDP,Deaminido NAD diphosphatase,dnad[c] + h2o[c] <==> amp[c] + (2) h[c] + nicrnt[c],MA1439,Nucleotide Metabolism,0,0.0,1000,0
DTMPK,dTMP kinase,atp[c] + dtmp[c] <==> adp[c] + dtdp[c],MA4433,Nucleotide Metabolism,1,-1000.0,1000,0
DURIPP,deoxyuridine phosphorylase,duri[c] + pi[c] <==> 2dr1p[c] + ura[c],MA3242,Nucleotide Metabolism,0,0.0,1000,0
DUTPDP,dUTP diphosphatase,dutp[c] + h2o[c] <==> dump[c] + h[c] + ppi[c],MA0440,Nucleotide Metabolism,0,0.0,1000,0
GARFT,phosphoribosylglycinamide formyltransferase,10fthf[c] + gar[c] <==> fgam[c] + h[c] + thf[c],(MA0316 or MA3522),Nucleotide Metabolism,0,0.0,1000,0
GK1,guanylate kinase (GMP:ATP),atp[c] + gmp[c] <==> adp[c] + gdp[c],Unassigned,Nucleotide Metabolism,1,-1000.0,1000,0
GMPS,GMP synthase,atp[c] + nh4[c] + xmp[c] <==> amp[c] + gmp[c] + (2) h[c] + ppi[c],(MA4511 or MA4590 or MA1151 or MA2696 or MA2966),Nucleotide Metabolism,0,0.0,1000,0
GSNK,guanosine kinase,atp[c] + gsn[c] <==> adp[c] + gmp[c] + h[c],MA1373,Nucleotide Metabolism,0,0.0,1000,0
GTPCHIII,GTP cyclohydrolase III,gtp[c] + (3) h2o[c] <==> fapy[c] + (2) pi[c] + (2) h[c],Unassigned,Nucleotide Metabolism,0,0.0,1000,0
GTPCHIV,GTP cyclohydrolase IV,gtp[c] + h2o[c] <==> for[c] + ppi[c] + dhp23cp[c],MA4517,Nucleotide Metabolism,0,0.0,1000,0
GTPHs,GTP amine hydrolysis (spontaneous),gtp[c] + h[c] + h2o[c] <==> nh4[c] + xtp[c],Unassigned,Nucleotide Metabolism,0,0.0,1000,0
GUACYC,guanylate cyclase,gtp[c] <==> 35cgmp[c] + ppi[c],MA4044,Nucleotide Metabolism,0,0.0,1000,0
GUAD,guanine deaminase,gua[c] + h[c] + h2o[c] <==> nh4[c] + xan[c],MA3407,Nucleotide Metabolism,0,0.0,1000,0
GUAPRT,guanine phosphoribosyltransferase,gmp[c] + ppi[c] <==> gua[c] + prpp[c],(MA1687 or MA4581 or MA0717),Nucleotide Metabolism,1,-1000.0,1000,0
HXPRT,hypoxanthine phosphoribosyltransferase (Hypoxanthine),hxan[c] + prpp[c] <==> imp[c] + ppi[c],(MA1687 or MA4581),Nucleotide Metabolism,0,0.0,1000,0
IMPC,IMP cyclohydrolase,h2o[c] + imp[c] <==> fprica[c],MA4012,Nucleotide Metabolism,1,-1000.0,1000,0
IMPD,IMP dehydrogenase,h2o[c] + imp[c] + nad[c] <==> h[c] + nadh[c] + xmp[c],(MA4647 or MA1815),Nucleotide Metabolism,0,0.0,1000,0
INSK,insosine kinase,atp[c] + ins[c] <==> adp[c] + h[c] + imp[c],MA1373,Nucleotide Metabolism,0,0.0,1000,0
MTAP,5'-methylthioadenosine phosphorylase,5mta[c] + pi[c] <==> 5mdr1p[c] + ade[c],MA1409,Nucleotide Metabolism,0,0.0,1000,0
MTRI,5-methylthioribose-1-phosphate isomerase,5mdr1p[c] <==> 5mdru1p[c],MA0076,Nucleotide Metabolism,0,0.0,1000,0
NDPK1,nucleoside-diphosphate kinase (ATP:GDP),atp[c] + gdp[c] <==> adp[c] + gtp[c],MA1524,Nucleotide Metabolism,1,-1000.0,1000,0
NDPK10,nucleoside-diphosphate kinase (ATP:dIDP),atp[c] + didp[c] <==> adp[c] + ditp[c],MA1524,Nucleotide Metabolism,0,0.0,1000,0
NDPK2,nucleoside-diphosphate kinase (ATP:UDP),atp[c] + udp[c] <==> adp[c] + utp[c],MA1524,Nucleotide Metabolism,1,-1000.0,1000,0
NDPK3,nucleoside-diphosphate kinase (ATP:CDP),atp[c] + cdp[c] <==> adp[c] + ctp[c],MA1524,Nucleotide Metabolism,1,-1000.0,1000,0
NDPK4,nucleoside-diphosphate kinase (ATP:dTDP),atp[c] + dtdp[c] <==> adp[c] + dttp[c],MA1524,Nucleotide Metabolism,1,-1000.0,1000,0
NDPK5,nucleoside-diphosphate kinase (ATP:dGDP),atp[c] + dgdp[c] <==> adp[c] + dgtp[c],MA1524,Nucleotide Metabolism,1,-1000.0,1000,0
NDPK6,nucleoside-diphosphate kinase (ATP:dUDP),atp[c] + dudp[c] <==> adp[c] + dutp[c],MA1524,Nucleotide Metabolism,1,-1000.0,1000,0
NDPK7,nucleoside-diphosphate kinase (ATP:dCDP),atp[c] + dcdp[c] <==> adp[c] + dctp[c],MA1524,Nucleotide Metabolism,1,-1000.0,1000,0
NDPK8,nucleoside-diphosphate kinase (ATP:dADP),atp[c] + dadp[c] <==> adp[c] + datp[c],MA1524,Nucleotide Metabolism,1,-1000.0,1000,0
NDPK9,nucleoside-diphosphate kinase (ATP:IDP),atp[c] + idp[c] <==> adp[c] + itp[c],MA1524,Nucleotide Metabolism,1,-1000.0,1000,0
NTD1,5'-nucleotidase (dUMP),dump[c] + h2o[c] <==> duri[c] + pi[c],MA0104,Nucleotide Metabolism,0,0.0,1000,0
NTD10,5'-nucleotidase (XMP),h2o[c] + xmp[c] <==> pi[c] + xtsn[c],MA0104,Nucleotide Metabolism,0,0.0,1000,0
NTD11,5'-nucleotidase (IMP),h2o[c] + imp[c] <==> ins[c] + pi[c],MA0104,Nucleotide Metabolism,0,0.0,1000,0
NTD2,5'-nucleotidase (UMP),h2o[c] + ump[c] <==> pi[c] + uri[c],MA0104,Nucleotide Metabolism,0,0.0,1000,0
NTD3,5'-nucleotidase (dCMP),dcmp[c] + h2o[c] <==> dcyt[c] + pi[c],MA0104,Nucleotide Metabolism,0,0.0,1000,0
NTD4,5'-nucleotidase (CMP),cmp[c] + h2o[c] <==> cytd[c] + pi[c],MA0104,Nucleotide Metabolism,0,0.0,1000,0
NTD5,5'-nucleotidase (dTMP),dtmp[c] + h2o[c] <==> pi[c] + thymd[c],MA0104,Nucleotide Metabolism,0,0.0,1000,0
NTD6,5'-nucleotidase (dAMP),damp[c] + h2o[c] <==> dad-2[c] + pi[c],MA0104,Nucleotide Metabolism,0,0.0,1000,0
NTD7,5'-nucleotidase (AMP),amp[c] + h2o[c] <==> adn[c] + pi[c],MA0104,Nucleotide Metabolism,0,0.0,1000,0
NTD8,5'-nucleotidase (dGMP),dgmp[c] + h2o[c] <==> dgsn[c] + pi[c],MA0104,Nucleotide Metabolism,0,0.0,1000,0
NTD9,5'-nucleotidase (GMP),gmp[c] + h2o[c] <==> gsn[c] + pi[c],MA0104,Nucleotide Metabolism,0,0.0,1000,0
NTP1,nucleoside-triphosphatase (ATP),atp[c] + h2o[c] <==> adp[c] + h[c] + pi[c],MA3706,Nucleotide Metabolism,0,0.0,1000,0
NTP2,nucleoside-triphosphatase (dATP),datp[c] + h2o[c] <==> dadp[c] + h[c] + pi[c],MA3706,Nucleotide Metabolism,0,0.0,1000,0
NTP3,nucleoside-triphosphatase (GTP),gtp[c] + h2o[c] <==> gdp[c] + h[c] + pi[c],MA3706,Nucleotide Metabolism,0,0.0,1000,0
NTP4,nucleoside-triphosphatase (dGTP),dgtp[c] + h2o[c] <==> dgdp[c] + h[c] + pi[c],MA3706,Nucleotide Metabolism,0,0.0,1000,0
NTP5,nucleoside-triphosphatase (CTP),ctp[c] + h2o[c] <==> cdp[c] + h[c] + pi[c],MA3706,Nucleotide Metabolism,0,0.0,1000,0
NTP6,nucleoside-triphosphatase (dCTP),dctp[c] + h2o[c] <==> dcdp[c] + h[c] + pi[c],MA3706,Nucleotide Metabolism,0,0.0,1000,0
NTP7,nucleoside-triphosphatase (UTP),h2o[c] + utp[c] <==> h[c] + pi[c] + udp[c],MA3706,Nucleotide Metabolism,0,0.0,1000,0
NTP8,nucleoside-triphosphatase (dUTP),dutp[c] + h2o[c] <==> dudp[c] + h[c] + pi[c],MA3706,Nucleotide Metabolism,0,0.0,1000,0
NTP9,nucleoside-triphosphatase (dTTP),dttp[c] + h2o[c] <==> dtdp[c] + h[c] + pi[c],MA3706,Nucleotide Metabolism,0,0.0,1000,0
NTPP11,Nucleoside triphosphate pyrophosphorylase (xtp),h2o[c] + xtp[c] <==> h[c] + ppi[c] + xmp[c],MA3706,Nucleotide Metabolism,0,0.0,1000,0
NTPTP1,Nucleoside triphosphate tripolyhydrolase,dgtp[c] + h2o[c] <==> dgsn[c] + pppi[c],MA0713,Nucleotide Metabolism,0,0.0,1000,0
OMPDC,orotidine-5'-phosphate decarboxylase,h[c] + orot5p[c] <==> co2[c] + ump[c],MA0969,Nucleotide Metabolism,0,0.0,1000,0
ORPT,orotate phosphoribosyltransferase,orot5p[c] + ppi[c] <==> orot[c] + prpp[c],((MA0919 or MA2520) or MA3307),Nucleotide Metabolism,1,-1000.0,1000,0
PPKr,polyphosphate kinase,atp[c] + pi[c] <==> ppi[c] + adp[c],MA0081,Nucleotide Metabolism,1,-1000.0,1000,0
PRAGSr,phosphoribosylglycinamide synthase,atp[c] + gly[c] + pram[c] <==> adp[c] + gar[c] + h[c] + pi[c],MA3309,Nucleotide Metabolism,0,0.0,1000,0
PRAIS,phosphoribosylaminoimidazole synthase,atp[c] + fpram[c] <==> adp[c] + air[c] + (2) h[c] + pi[c],MA0130,Nucleotide Metabolism,0,0.0,1000,0
PRASCS,phosphoribosylaminoimidazolesuccinocarboxamide synthase,5aizc[c] + asp-L[c] + atp[c] <==> 25aics[c] + adp[c] + h[c] + pi[c],MA4063,Nucleotide Metabolism,1,-1000.0,1000,0
PRFGS,phosphoribosylformylglycinamidine synthase,atp[c] + fgam[c] + gln-L[c] + h2o[c] <==> adp[c] + fpram[c] + glu-L[c] + h[c] + pi[c],(MA1963 or MA1964) and MA4055,Nucleotide Metabolism,0,0.0,1000,0
RNDR1,ribonucleoside-diphosphate reductase (ADP),adp[c] + trdrd[c] <==> dadp[c] + h2o[c] + trdox[c],MA1665,Nucleotide Metabolism,0,0.0,1000,0
RNDR2,ribonucleoside-diphosphate reductase (GDP),gdp[c] + trdrd[c] <==> dgdp[c] + h2o[c] + trdox[c],MA1665,Nucleotide Metabolism,0,0.0,1000,0
RNDR3,ribonucleoside-diphosphate reductase (CDP),cdp[c] + trdrd[c] <==> dcdp[c] + h2o[c] + trdox[c],MA1665,Nucleotide Metabolism,0,0.0,1000,0
RNDR4,ribonucleoside-diphosphate reductase (UDP),trdrd[c] + udp[c] <==> dudp[c] + h2o[c] + trdox[c],MA1665,Nucleotide Metabolism,0,0.0,1000,0
RNTR1,ribonucleoside-triphosphate reductase (ATP),atp[c] + trdrd[c] <==> datp[c] + h2o[c] + trdox[c],MA0072,Nucleotide Metabolism,0,0.0,1000,0
RNTR2,ribonucleoside-triphosphate reductase (GTP),gtp[c] + trdrd[c] <==> dgtp[c] + h2o[c] + trdox[c],MA0072,Nucleotide Metabolism,0,0.0,1000,0
RNTR3,ribonucleoside-triphosphate reductase (CTP),ctp[c] + trdrd[c] <==> dctp[c] + h2o[c] + trdox[c],MA0072,Nucleotide Metabolism,0,0.0,1000,0
RNTR4,ribonucleoside-triphosphate reductase (UTP),trdrd[c] + utp[c] <==> dutp[c] + h2o[c] + trdox[c],MA0072,Nucleotide Metabolism,0,0.0,1000,0
TMDK1,thymidine kinase (ATP:thymidine),atp[c] + thymd[c] <==> adp[c] + dtmp[c] + h[c],MA4433,Nucleotide Metabolism,0,0.0,1000,0
TMDPP,thymidine phosphorylase,pi[c] + thymd[c] <==> 2dr1p[c] + thym[c],MA3242,Nucleotide Metabolism,0,0.0,1000,0
TMDS,thymidylate synthase,dump[c] + mlthf[c] <==> dhf[c] + dtmp[c],(MA1824 or MA4543),Nucleotide Metabolism,0,0.0,1000,0
TRDR,thioredoxin reductase (NADPH),h[c] + nadph[c] + trdox[c] <==> nadp[c] + trdrd[c],(MA1368 or MA3212),Nucleotide Metabolism,0,0.0,1000,0
UMPK,UMP kinase,atp[c] + ump[c] <==> adp[c] + udp[c],(MA0372 or MA1104),Nucleotide Metabolism,1,-1000.0,1000,0
URIDK2r,uridylate kinase (dUMP),atp[c] + dump[c] <==> adp[c] + dudp[c],MA0372,Nucleotide Metabolism,1,-1000.0,1000,0
XPPT,xanthine phosphoribosyltransferase,prpp[c] + xan[c] <==> ppi[c] + xmp[c],(MA1687 or MA4581),Nucleotide Metabolism,0,0.0,1000,0
YUMPS,yUMP synthetase,r5p[c] + ura[c] <==> h2o[c] + psd5p[c],(MA1105 or MA0208),Nucleotide Metabolism,0,0.0,1000,0
ACLDC,acetolactate decarboxylase,alac-S[c] + h[c] <==> actn-R[c] + co2[c],MA3744,Other,0,0.0,1000,0
ADCPS1,adenosylcobinamide-phosphate synthase,adcobhex[c] + appl[c] + atp[c] <==> adocbi[c] + adp[c] + h[c] + pi[c],MA0941,Other,0,0.0,1000,0
ALACCBX,2-Acetolactate pyruvate-lyase (carboxylating),he2thpp[c] + pyr[c] <==> alac-S[c] + thmpp[c],Unassigned,Other,0,0.0,1000,0
ALDD31,aminoacetaldehyde oxidase,aacald[c] + h2o[c] + nad[c] <==> nadh[c] + gly[c] + (2) h[c],MA2860,Other,0,0.0,1000,0
ASNTRS2-1,nondiscriminating aspartyl-tRNA synthetase,trnaasn[c] + atp[c] + asp-L[c] <==> amp[c] + ppi[c] + asntrna_asp[c],MA1684,Other,0,0.0,1000,0
ASNTRS2-2,Asparaginyl-tRNA synthetase (from asntrna(asp)),asntrna_asp[c] + gln-L[c] + atp[c] + h2o[c] <==> adp[c] + pi[c] + h[c] + glu-L[c] + asntrna[c],(MA4522 and MA4523 and MA4524),Other,0,0.0,1000,0
ASPO2y,L-aspartate:NAD+ oxidoreductase (deaminating),asp-L[c] + nadp[c] <==> h[c] + iasp[c] + nadph[c],MA0958,Other,0,0.0,1000,0
ATPM,ATP maintenance requirement,atp[c] + h2o[c] <==> adp[c] + h[c] + pi[c],MA3706,Other,0,2.5,1000,0
CAT,catalase,(2) h2o2[c] <==> (2) h2o[c] + o2[c],MA0972,Other,0,0.0,1000,0
CMLDC,4-carboxymuconolactone decarboxylase,2c25dho[c] + h[c] <==> co2[c] + 5odhf2a[c],(MA0409 or MA2469 or MA3991),Other,0,0.0,1000,0
CMPSAS,CMP sialic acid synthase,acnam[c] + ctp[c] <==> cmpacna[c] + ppi[c],MA3766,Other,0,0.0,1000,0
F4H2O,F420H2 oxidase,(2) f420-2h2[c] + o2[c] <==> (2) f420-2[c] + (2) h2o[c] + (2) h[c],(MA3381 or MA3743),Other,0,0.0,1000,0
GCC,dihydrolipoylprotein:NAD+ oxidoreductase,dhlpro[c] + nad[c] <==> h[c] + lpro[c] + nadh[c],MA1652,Other,0,0.0,1000,0
GLYOX,(R)-S-Lactoylglutathione hydrolase,lgt-S[c] + h2o[c] <==> gthrd[c] + h[c] + lac-D[c],Unassigned,Other,0,0.0,1000,0
HCO3E,HCO3 equilibration reaction,co2[c] + h2o[c] <==> h[c] + hco3[c],MA2536,Other,1,-1000.0,1000,0
MHPGLUT,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase,hcys-L[c] + mhpglu[c] <==> hpglu[c] + met-L[c],(MA0053 or MA0054 or MA3549),Other,0,0.0,1000,0
MHPGLUT2,5-Methyltetrahydropteroyltri-L-glutamate:SAM methyltransferrase,ahcys[c] + h[c] + mhpglu[c] <==> amet[c] + hpglu[c],(MA0053 or MA0054 or MA3549),Other,0,0.0,1000,0
MI3PS,1D-myo-inositol-3-phosphate lyase (isomerizing),g6p[c] <==> mi3p-D[c],(MA0075 or MA2253),Other,0,0.0,1000,0
NIT_n1p4,nitrogenase,(16) atp[c] + (8) fdred[c] + (16) h2o[c] + n2[c] <==> (16) adp[c] + (8) fdox[c] + (6) h[c] + h2[c] + (2) nh4[c] + (16) pi[c],((MA1208 and MA1209 and MA1210) or ((MA1205 or MA1213 or MA1633 or MA2032 or MA3627 or MA3895) and (MA1212 or MA1214 or MA3896) and (MA1211 or MA1215 or MA3897) and MA3898 and MA3899 and MA4195 and MA3900 and MA3901 and (MA2717 or MA3265)) or (MA1217 and MA1216 and MA1218 and (MA1219 or MA1631) and (MA1220 or MA1632))),Other,0,0.0,1000,0
NMNHYD,Nicotinamide ribonucleotide phosphohydrolase,h2o[c] + nmn[c] <==> pi[c] + rnam[c],MA0104,Other,0,0.0,1000,0
OXADC,oxalate decarboxylase,h[c] + oxa[c] <==> co2[c] + for[c],MA2076,Other,0,0.0,1000,0
PPK2,polyphosphate kinase,atp[c] + ppi[c] <==> adp[c] + pppi[c],MA0081,Other,0,0.0,1000,0
PRPPP,phosphoribosylpyrophosphate phosphatase,h2o[c] + prpp[c] <==> h[c] + pi[c] + r15bp[c],MA2851,Other,0,0.0,1000,0
PYRS-1,Pyrrolysine synthesis reaction (step 1),amet[c] + 1pyr5c[c] <==> 1pyr4m5c[c] + ahcys[c] + h[c],MA0154,Other,0,0.0,1000,0
